trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
165,False,"{'a': 0.4884499999999976, 'e': 0.9208114378567888}",25,0,-96.71927103538198,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
166,False,"{'a': 0.4883799999999976, 'e': 0.9203511472201089}",20,0,-148.4449541326184,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
167,False,"{'a': 0.4883099999999976, 'e': 0.9198910866712205}",30,0,-144.08581449992082,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
168,False,"{'a': 0.48823999999999756, 'e': 0.9194312560951087}",25,0,-110.19510568346905,"{0: 13, 1: 3, 2: 7, 3: 2, 4: 0}",0
169,False,"{'a': 0.48816999999999755, 'e': 0.9189716553768156}",25,0,-120.02542460709985,"{0: 13, 1: 7, 2: 2, 3: 2, 4: 1}",0
170,False,"{'a': 0.48809999999999754, 'e': 0.9185122844014412}",20,0,-67.3110149216933,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
171,False,"{'a': 0.4880299999999975, 'e': 0.9180531430541427}",20,0,-147.4952266576292,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
172,False,"{'a': 0.4879599999999975, 'e': 0.9175942312201346}",30,0,-276.39205103077296,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 5}",0
173,False,"{'a': 0.4878899999999975, 'e': 0.9171355487846892}",20,0,-118.49351929336804,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
174,False,"{'a': 0.4878199999999975, 'e': 0.9166770956331358}",20,0,-92.48738390903605,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 0}",0
175,False,"{'a': 0.48774999999999746, 'e': 0.916218871650861}",35,18,-152.06692957083283,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 3}",1
176,False,"{'a': 0.48767999999999745, 'e': 0.915760876723309}",25,0,-173.71398991955817,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
177,False,"{'a': 0.48760999999999743, 'e': 0.9153031107359808}",20,0,-45.36952167790922,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
178,False,"{'a': 0.4875399999999974, 'e': 0.9148455735744352}",20,0,-54.46641518352456,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
179,False,"{'a': 0.4874699999999974, 'e': 0.9143882651242876}",25,0,-76.59020047742534,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
180,False,"{'a': 0.4873999999999974, 'e': 0.9139311852712111}",20,0,-27.016854644145177,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
181,False,"{'a': 0.4873299999999974, 'e': 0.9134743339009358}",25,0,-126.22061356407659,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
182,False,"{'a': 0.48725999999999736, 'e': 0.9130177108992485}",30,0,-190.92351008921725,"{0: 18, 1: 4, 2: 3, 3: 2, 4: 3}",0
183,False,"{'a': 0.48718999999999735, 'e': 0.9125613161519939}",25,3,-154.58430119725287,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 3}",1
184,False,"{'a': 0.48711999999999733, 'e': 0.912105149545073}",25,0,-111.67645012538028,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 0}",0
185,False,"{'a': 0.4870499999999973, 'e': 0.9116492109644443}",20,0,-132.0142578617893,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
186,False,"{'a': 0.4869799999999973, 'e': 0.911193500296123}",25,0,-79.9443893743209,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
187,False,"{'a': 0.4869099999999973, 'e': 0.9107380174261815}",20,0,-91.81575908520799,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
188,False,"{'a': 0.4868399999999973, 'e': 0.9102827622407492}",30,0,-113.65603820594772,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
189,False,"{'a': 0.48676999999999726, 'e': 0.9098277346260122}",20,0,-129.12622344053398,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
190,False,"{'a': 0.48669999999999725, 'e': 0.9093729344682135}",20,0,-37.964262642892734,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
191,False,"{'a': 0.48662999999999723, 'e': 0.9089183616536533}",20,0,-111.1793206677152,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
192,False,"{'a': 0.4865599999999972, 'e': 0.9084640160686881}",20,0,-168.60642608526194,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
193,False,"{'a': 0.4864899999999972, 'e': 0.9080098975997317}",20,0,-67.8493061258101,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
194,False,"{'a': 0.4864199999999972, 'e': 0.9075560061332544}",30,0,-277.8643591304135,"{0: 14, 1: 3, 2: 6, 3: 3, 4: 4}",0
195,False,"{'a': 0.4863499999999972, 'e': 0.9071023415557834}",30,0,-141.4001660781131,"{0: 17, 1: 1, 2: 8, 3: 4, 4: 0}",0
196,False,"{'a': 0.48627999999999716, 'e': 0.9066489037539025}",35,16,-85.77261376118092,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 0}",1
197,False,"{'a': 0.48620999999999714, 'e': 0.9061956926142523}",25,0,-63.58239038923197,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
198,False,"{'a': 0.48613999999999713, 'e': 0.90574270802353}",25,0,-123.10950680832151,"{0: 16, 1: 5, 2: 0, 3: 2, 4: 2}",0
199,False,"{'a': 0.4860699999999971, 'e': 0.9052899498684893}",30,0,-137.1376909923255,"{0: 19, 1: 3, 2: 4, 3: 3, 4: 1}",0
200,False,"{'a': 0.4859999999999971, 'e': 0.9048374180359409}",25,0,-173.70964767061997,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
201,False,"{'a': 0.4859299999999971, 'e': 0.9043851124127515}",25,0,-126.61258340991664,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
202,False,"{'a': 0.48585999999999707, 'e': 0.9039330328858451}",25,0,-124.3951685551833,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
203,False,"{'a': 0.48578999999999706, 'e': 0.9034811793422017}",20,0,-150.83149905537238,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
204,False,"{'a': 0.48571999999999704, 'e': 0.9030295516688578}",20,0,-92.28077390881624,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
205,False,"{'a': 0.48564999999999703, 'e': 0.9025781497529064}",20,15,11.570647962942944,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.485579999999997, 'e': 0.9021269734814972}",25,0,-80.02115725443163,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
207,False,"{'a': 0.485509999999997, 'e': 0.9016760227418361}",20,12,-24.859038535693447,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
208,False,"{'a': 0.485439999999997, 'e': 0.9012252974211854}",25,0,-97.69849991262095,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
209,False,"{'a': 0.48536999999999697, 'e': 0.9007747974068637}",20,10,-61.46288839255102,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
210,False,"{'a': 0.48529999999999696, 'e': 0.9003245225862461}",20,0,-52.63831048423399,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
211,False,"{'a': 0.48522999999999694, 'e': 0.8998744728467637}",20,7,-35.81448335348682,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
212,False,"{'a': 0.4851599999999969, 'e': 0.8994246480759043}",25,0,-222.31608490628295,"{0: 14, 1: 0, 2: 6, 3: 1, 4: 4}",0
213,False,"{'a': 0.4850899999999969, 'e': 0.8989750481612115}",30,18,-6.250092639785169,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.4850199999999969, 'e': 0.8985256729902856}",25,0,-40.4091315653671,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
215,False,"{'a': 0.4849499999999969, 'e': 0.8980765224507825}",30,0,-174.516014848176,"{0: 18, 1: 1, 2: 5, 3: 5, 4: 1}",0
216,False,"{'a': 0.48487999999999687, 'e': 0.8976275964304148}",20,0,-71.58440061714415,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
217,False,"{'a': 0.48480999999999685, 'e': 0.8971788948169508}",25,0,-94.61965583988221,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
218,False,"{'a': 0.48473999999999684, 'e': 0.8967304174982152}",20,0,-47.93092579699458,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
219,False,"{'a': 0.4846699999999968, 'e': 0.8962821643620886}",20,0,-98.75075552587218,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
220,False,"{'a': 0.4845999999999968, 'e': 0.8958341352965078}",25,13,-48.299450477340486,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
221,False,"{'a': 0.4845299999999968, 'e': 0.8953863301894656}",20,0,-10.036831048942057,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
222,False,"{'a': 0.4844599999999968, 'e': 0.8949387489290104}",20,0,-50.94136844770201,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
223,False,"{'a': 0.48438999999999677, 'e': 0.8944913914032472}",25,0,-91.10947737270222,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
224,False,"{'a': 0.48431999999999675, 'e': 0.8940442575003366}",20,0,-138.6162961200525,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
225,False,"{'a': 0.48424999999999674, 'e': 0.8935973471084948}",35,0,-169.47871906577961,"{0: 18, 1: 5, 2: 9, 3: 2, 4: 1}",0
226,False,"{'a': 0.4841799999999967, 'e': 0.8931506601159946}",25,0,-122.2971726196932,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
227,False,"{'a': 0.4841099999999967, 'e': 0.892704196411164}",30,0,-64.69338120712779,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
228,False,"{'a': 0.4840399999999967, 'e': 0.8922579558823872}",20,3,-85.22821757743765,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 2}",1
229,False,"{'a': 0.4839699999999967, 'e': 0.891811938418104}",25,1,-59.965094858715354,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
230,False,"{'a': 0.48389999999999667, 'e': 0.8913661439068101}",25,0,-124.32407380727909,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
231,False,"{'a': 0.48382999999999665, 'e': 0.8909205722370568}",20,0,-101.94582309114185,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
232,False,"{'a': 0.48375999999999664, 'e': 0.8904752232974512}",25,0,-150.8534193446042,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
233,False,"{'a': 0.4836899999999966, 'e': 0.890030096976656}",20,0,-56.189921409436856,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
234,False,"{'a': 0.4836199999999966, 'e': 0.8895851931633898}",20,0,-97.83541692037674,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
235,False,"{'a': 0.4835499999999966, 'e': 0.8891405117464264}",20,0,-39.31737931407212,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
236,False,"{'a': 0.4834799999999966, 'e': 0.8886960526145956}",30,0,-24.17972840591033,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
237,False,"{'a': 0.48340999999999656, 'e': 0.8882518156567827}",25,8,-111.43959350853385,"{0: 9, 1: 2, 2: 3, 3: 2, 4: 1}",1
238,False,"{'a': 0.48333999999999655, 'e': 0.8878078007619282}",30,0,-188.08199584736983,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 3}",0
239,False,"{'a': 0.48326999999999654, 'e': 0.8873640078190286}",25,0,-170.8581810736898,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 4}",0
240,False,"{'a': 0.4831999999999965, 'e': 0.8869204367171355}",20,8,-33.82787561287751,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
241,False,"{'a': 0.4831299999999965, 'e': 0.8864770873453562}",20,0,-138.33848677152312,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
242,False,"{'a': 0.4830599999999965, 'e': 0.8860339595928534}",20,0,-114.09267047914102,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
243,False,"{'a': 0.4829899999999965, 'e': 0.885591053348845}",20,2,-26.365339994921474,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
244,False,"{'a': 0.48291999999999646, 'e': 0.8851483685026047}",20,0,-52.48436113547902,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
245,False,"{'a': 0.48284999999999645, 'e': 0.8847059049434611}",20,0,-172.07188245811008,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
246,False,"{'a': 0.48277999999999643, 'e': 0.8842636625607984}",25,0,-41.40265058829447,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",1
247,False,"{'a': 0.4827099999999964, 'e': 0.8838216412440558}",30,0,-161.48294664866174,"{0: 18, 1: 0, 2: 8, 3: 3, 4: 1}",0
248,False,"{'a': 0.4826399999999964, 'e': 0.8833798408827281}",20,11,-29.156841731900023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.4825699999999964, 'e': 0.8829382613663654}",25,0,-164.12260167412416,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
250,False,"{'a': 0.4824999999999964, 'e': 0.8824969025845726}",30,0,-113.03084277169596,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
251,False,"{'a': 0.48242999999999636, 'e': 0.88205576442701}",20,0,-41.640385507991724,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
252,False,"{'a': 0.48235999999999635, 'e': 0.881614846783393}",20,0,-54.76393142864814,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
253,False,"{'a': 0.48228999999999633, 'e': 0.8811741495434924}",30,0,-113.21762474970564,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
254,False,"{'a': 0.4822199999999963, 'e': 0.8807336725971338}",20,0,-109.19577906207236,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
255,False,"{'a': 0.4821499999999963, 'e': 0.8802934158341978}",20,0,-57.04796204976418,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
256,False,"{'a': 0.4820799999999963, 'e': 0.8798533791446205}",30,0,-62.79030127136861,"{0: 20, 1: 6, 2: 3, 3: 0, 4: 1}",0
257,False,"{'a': 0.4820099999999963, 'e': 0.8794135624183925}",20,0,-79.73385360275725,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
258,False,"{'a': 0.48193999999999626, 'e': 0.8789739655455597}",20,0,-66.94592143168407,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
259,False,"{'a': 0.48186999999999625, 'e': 0.8785345884162228}",20,1,-62.21895889799306,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 0}",1
260,False,"{'a': 0.48179999999999623, 'e': 0.8780954309205377}",25,0,-159.51506771405573,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
261,False,"{'a': 0.4817299999999962, 'e': 0.8776564929487148}",25,0,-77.30581370816529,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
262,False,"{'a': 0.4816599999999962, 'e': 0.8772177743910198}",20,0,-27.28862724290161,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
263,False,"{'a': 0.4815899999999962, 'e': 0.8767792751377729}",20,5,-103.93123326143176,"{0: 6, 1: 3, 2: 4, 3: 1, 4: 1}",1
264,False,"{'a': 0.4815199999999962, 'e': 0.8763409950793494}",20,0,-37.92921071439089,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
265,False,"{'a': 0.48144999999999616, 'e': 0.8759029341061791}",25,0,-98.75062652993611,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
266,False,"{'a': 0.48137999999999614, 'e': 0.875465092108747}",30,0,-200.03470381057082,"{0: 18, 1: 4, 2: 4, 3: 0, 4: 4}",0
267,False,"{'a': 0.48130999999999613, 'e': 0.8750274689775925}",30,0,-99.10046828918965,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
268,False,"{'a': 0.4812399999999961, 'e': 0.8745900646033098}",35,0,-137.37546724733386,"{0: 25, 1: 3, 2: 4, 3: 0, 4: 3}",0
269,False,"{'a': 0.4811699999999961, 'e': 0.8741528788765478}",30,0,-115.54087874866445,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
270,False,"{'a': 0.4810999999999961, 'e': 0.87371591168801}",25,2,-79.57724745618884,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 1}",1
271,False,"{'a': 0.48102999999999607, 'e': 0.8732791629284548}",25,16,-49.28674952281861,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
272,False,"{'a': 0.48095999999999606, 'e': 0.8728426324886948}",30,0,-120.76350977581201,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
273,False,"{'a': 0.48088999999999604, 'e': 0.8724063202595974}",30,7,-133.68505364949556,"{0: 14, 1: 0, 2: 7, 3: 0, 4: 2}",1
274,False,"{'a': 0.48081999999999603, 'e': 0.8719702261320846}",25,0,-241.4927781180524,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 5}",0
275,False,"{'a': 0.480749999999996, 'e': 0.8715343499971331}",25,0,-142.09521103333338,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
276,False,"{'a': 0.480679999999996, 'e': 0.8710986917457735}",20,0,-50.45603791059315,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
277,False,"{'a': 0.480609999999996, 'e': 0.8706632512690913}",35,0,-240.2919449693206,"{0: 19, 1: 5, 2: 6, 3: 1, 4: 4}",0
278,False,"{'a': 0.48053999999999597, 'e': 0.8702280284582266}",20,0,-54.82065110389211,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
279,False,"{'a': 0.48046999999999596, 'e': 0.8697930232043734}",20,0,-164.8651289628146,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
280,False,"{'a': 0.48039999999999594, 'e': 0.8693582353987807}",20,0,-146.85968864351915,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
281,False,"{'a': 0.4803299999999959, 'e': 0.8689236649327512}",25,0,-114.53014011132167,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
282,False,"{'a': 0.4802599999999959, 'e': 0.8684893116976425}",30,10,-39.63672301628978,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
283,False,"{'a': 0.4801899999999959, 'e': 0.8680551755848663}",20,0,-135.67173381259335,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
284,False,"{'a': 0.4801199999999959, 'e': 0.8676212564858885}",20,0,-123.22070927832038,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
285,False,"{'a': 0.48004999999999587, 'e': 0.8671875542922294}",25,17,3.1441299446024145,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.47997999999999585, 'e': 0.8667540688954632}",30,0,-212.9795916092224,"{0: 17, 1: 5, 2: 3, 3: 1, 4: 4}",0
287,False,"{'a': 0.47990999999999584, 'e': 0.8663208001872189}",25,15,-54.26863090000449,"{0: 5, 1: 0, 2: 4, 3: 1, 4: 0}",1
288,False,"{'a': 0.4798399999999958, 'e': 0.8658877480591791}",30,8,-140.05528385138754,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 2}",1
289,False,"{'a': 0.4797699999999958, 'e': 0.8654549124030809}",20,0,-96.42621648126985,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
290,False,"{'a': 0.4796999999999958, 'e': 0.8650222931107153}",20,0,-134.25805387105885,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
291,False,"{'a': 0.4796299999999958, 'e': 0.8645898900739274}",25,0,-47.47116208681679,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
292,False,"{'a': 0.47955999999999577, 'e': 0.8641577031846166}",25,0,-156.51132099082264,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
293,False,"{'a': 0.47948999999999575, 'e': 0.863725732334736}",20,0,-68.0421648596711,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
294,False,"{'a': 0.47941999999999574, 'e': 0.8632939774162931}",25,0,-75.41617629000059,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
295,False,"{'a': 0.4793499999999957, 'e': 0.862862438321349}",20,15,-34.504176050040535,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.4792799999999957, 'e': 0.862431114942019}",20,0,-95.34715013281553,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
297,False,"{'a': 0.4792099999999957, 'e': 0.8620000071704722}",20,8,-6.584301187815065,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.4791399999999957, 'e': 0.8615691148989317}",20,0,-24.123557358811592,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
299,False,"{'a': 0.47906999999999567, 'e': 0.8611384380196744}",20,0,-27.396756913277883,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
300,False,"{'a': 0.47899999999999565, 'e': 0.860707976425031}",35,0,-143.01832649932126,"{0: 23, 1: 3, 2: 7, 3: 0, 4: 2}",0
301,False,"{'a': 0.47892999999999564, 'e': 0.8602777300073863}",25,4,-9.803206904656879,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
302,False,"{'a': 0.4788599999999956, 'e': 0.8598476986591785}",20,0,-80.74215944570113,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
303,False,"{'a': 0.4787899999999956, 'e': 0.8594178822729}",30,0,-175.0761376438442,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
304,False,"{'a': 0.4787199999999956, 'e': 0.8589882807410965}",35,0,-82.74363348887672,"{0: 27, 1: 0, 2: 6, 3: 1, 4: 1}",0
305,False,"{'a': 0.4786499999999956, 'e': 0.8585588939563675}",20,0,-108.1599299953842,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
306,False,"{'a': 0.47857999999999556, 'e': 0.8581297218113666}",25,0,-75.93038721773554,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
307,False,"{'a': 0.47850999999999555, 'e': 0.8577007641988006}",30,7,-109.56259787818182,"{0: 13, 1: 1, 2: 6, 3: 3, 4: 0}",1
308,False,"{'a': 0.47843999999999554, 'e': 0.8572720210114301}",20,0,-151.69033782401416,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
309,False,"{'a': 0.4783699999999955, 'e': 0.8568434921420693}",20,2,-54.16841567418449,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
310,False,"{'a': 0.4782999999999955, 'e': 0.856415177483586}",20,0,-132.97370861779712,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
311,False,"{'a': 0.4782299999999955, 'e': 0.8559870769289016}",30,0,-118.72477848249835,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
312,False,"{'a': 0.4781599999999955, 'e': 0.8555591903709908}",25,0,-70.13554145202625,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
313,False,"{'a': 0.47808999999999546, 'e': 0.8551315177028821}",20,0,-9.12485268683996,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
314,False,"{'a': 0.47801999999999545, 'e': 0.8547040588176573}",25,0,-191.96533172388786,"{0: 13, 1: 1, 2: 6, 3: 3, 4: 2}",0
315,False,"{'a': 0.47794999999999543, 'e': 0.8542768136084516}",25,0,-57.00324855499437,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
316,False,"{'a': 0.4778799999999954, 'e': 0.8538497819684537}",25,3,-149.0363808523002,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 2}",1
317,False,"{'a': 0.4778099999999954, 'e': 0.8534229637909059}",20,0,-73.66632755504122,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
318,False,"{'a': 0.4777399999999954, 'e': 0.8529963589691034}",25,0,-69.62949778226125,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
319,False,"{'a': 0.4776699999999954, 'e': 0.8525699673963951}",20,0,9.955185429256936,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
320,False,"{'a': 0.47759999999999536, 'e': 0.8521437889661831}",30,14,-39.65169161236691,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
321,False,"{'a': 0.47752999999999535, 'e': 0.8517178235719227}",20,0,-12.6621053692199,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
322,False,"{'a': 0.47745999999999533, 'e': 0.8512920711071228}",25,0,-69.82088570378265,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
323,False,"{'a': 0.4773899999999953, 'e': 0.850866531465345}",20,9,-19.463351482681176,"{0: 6, 1: 4, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.4773199999999953, 'e': 0.8504412045402044}",20,0,-78.3611107737568,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
325,False,"{'a': 0.4772499999999953, 'e': 0.8500160902253695}",35,0,-86.13288070652845,"{0: 24, 1: 3, 2: 6, 3: 2, 4: 0}",0
326,False,"{'a': 0.4771799999999953, 'e': 0.8495911884145616}",20,0,-63.8800936195405,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
327,False,"{'a': 0.47710999999999526, 'e': 0.8491664990015552}",20,0,-58.576857574566034,"{0: 13, 1: 4, 2: 1, 3: 2, 4: 0}",0
328,False,"{'a': 0.47703999999999525, 'e': 0.8487420218801779}",25,12,-42.79823144825821,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
329,False,"{'a': 0.47696999999999523, 'e': 0.8483177569443106}",30,0,-155.47681475336088,"{0: 15, 1: 1, 2: 13, 3: 0, 4: 1}",0
330,False,"{'a': 0.4768999999999952, 'e': 0.8478937040878868}",30,10,-28.205799821154844,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",1
331,False,"{'a': 0.4768299999999952, 'e': 0.8474698632048936}",20,10,-42.62339336663433,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
332,False,"{'a': 0.4767599999999952, 'e': 0.8470462341893705}",30,17,-19.966367773832044,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
333,False,"{'a': 0.4766899999999952, 'e': 0.8466228169354104}",20,5,-4.613251435683667,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.47661999999999516, 'e': 0.846199611337159}",20,0,-105.36517218104126,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
335,False,"{'a': 0.47654999999999514, 'e': 0.8457766172888148}",35,9,-61.80548235906217,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 1}",1
336,False,"{'a': 0.47647999999999513, 'e': 0.8453538346846293}",20,0,-46.11050483077821,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
